postcode,state,statistic_area
4723,QLD,Rest of QLD
4724,QLD,Rest of QLD
4725,QLD,Rest of QLD
4726,QLD,Rest of QLD
4727,QLD,Rest of QLD
4728,QLD,Rest of QLD
4730,QLD,Rest of QLD
4731,QLD,Rest of QLD
4732,QLD,Rest of QLD
4733,QLD,Rest of QLD
4735,QLD,Rest of QLD
4736,QLD,Rest of QLD
4737,QLD,Rest of QLD
4738,QLD,Rest of QLD
4739,QLD,Rest of QLD
4740,QLD,Rest of QLD
4741,QLD,Rest of QLD
4742,QLD,Rest of QLD
4743,QLD,Rest of QLD
4744,QLD,Rest of QLD
4745,QLD,Rest of QLD
4746,QLD,Rest of QLD
4750,QLD,Rest of QLD
4751,QLD,Rest of QLD
4753,QLD,Rest of QLD
4754,QLD,Rest of QLD
4756,QLD,Rest of QLD
4757,QLD,Rest of QLD
4798,QLD,Rest of QLD
4799,QLD,Rest of QLD
4800,QLD,Rest of QLD
4802,QLD,Rest of QLD
4804,QLD,Rest of QLD
4805,QLD,Rest of QLD
4806,QLD,Rest of QLD
4807,QLD,Rest of QLD
4808,QLD,Rest of QLD
4809,QLD,Rest of QLD
4810,QLD,Rest of QLD
4811,QLD,Rest of QLD
4812,QLD,Rest of QLD
4814,QLD,Rest of QLD
4815,QLD,Rest of QLD
4816,QLD,Rest of QLD
4817,QLD,Rest of QLD
4818,QLD,Rest of QLD
4819,QLD,Rest of QLD
4820,QLD,Rest of QLD
4821,QLD,Rest of QLD
4822,QLD,Rest of QLD
4823,QLD,Rest of QLD
4824,QLD,Rest of QLD
4825,NT,Rest of NT
4825,QLD,Rest of QLD
4828,QLD,Rest of QLD
4829,QLD,Rest of QLD
4830,QLD,Rest of QLD
4849,QLD,Rest of QLD
4850,QLD,Rest of QLD
4852,QLD,Rest of QLD
4854,QLD,Rest of QLD
4855,QLD,Rest of QLD
4856,QLD,Rest of QLD
4858,QLD,Rest of QLD
4859,QLD,Rest of QLD
4860,QLD,Rest of QLD
4861,QLD,Rest of QLD
4865,QLD,Rest of QLD
4868,QLD,Rest of QLD
4869,QLD,Rest of QLD
4870,QLD,Rest of QLD
4871,QLD,Rest of QLD
4872,QLD,Rest of QLD
4873,QLD,Rest of QLD
4874,QLD,Rest of QLD
4875,QLD,Rest of QLD
4876,QLD,Rest of QLD
4877,QLD,Rest of QLD
4878,QLD,Rest of QLD
4879,QLD,Rest of QLD
4880,QLD,Rest of QLD
4881,QLD,Rest of QLD
4882,QLD,Rest of QLD
4883,QLD,Rest of QLD
4884,QLD,Rest of QLD
4885,QLD,Rest of QLD
4886,QLD,Rest of QLD
4887,QLD,Rest of QLD
4888,QLD,Rest of QLD
4890,QLD,Rest of QLD
4891,QLD,Rest of QLD
4892,QLD,Rest of QLD
4895,QLD,Rest of QLD
5000,SA,Adelaide
5006,SA,Adelaide
5007,SA,Adelaide
5008,SA,Adelaide
5009,SA,Adelaide
5010,SA,Adelaide
5011,SA,Adelaide
5012,SA,Adelaide
5013,SA,Adelaide
5014,SA,Adelaide
5015,SA,Adelaide
5016,SA,Adelaide
5017,SA,Adelaide
5018,SA,Adelaide
5019,SA,Adelaide
5020,SA,Adelaide
5021,SA,Adelaide
5022,SA,Adelaide
5023,SA,Adelaide
5024,SA,Adelaide
5025,SA,Adelaide
5031,SA,Adelaide
5032,SA,Adelaide
5033,SA,Adelaide
5034,SA,Adelaide
5035,SA,Adelaide
5037,SA,Adelaide
5038,SA,Adelaide
5039,SA,Adelaide
5040,SA,Adelaide
5041,SA,Adelaide
5042,SA,Adelaide
5043,SA,Adelaide
5044,SA,Adelaide
5045,SA,Adelaide
5046,SA,Adelaide
5047,SA,Adelaide
5048,SA,Adelaide
5049,SA,Adelaide
5050,SA,Adelaide
5051,SA,Adelaide
5052,SA,Adelaide
5061,SA,Adelaide
5062,SA,Adelaide
5063,SA,Adelaide
5064,SA,Adelaide
5065,SA,Adelaide
5066,SA,Adelaide
5067,SA,Adelaide
5068,SA,Adelaide
5069,SA,Adelaide
5070,SA,Adelaide
5072,SA,Adelaide
5073,SA,Adelaide
5074,SA,Adelaide
5075,SA,Adelaide
5076,SA,Adelaide
5081,SA,Adelaide
5082,SA,Adelaide
5083,SA,Adelaide
5084,SA,Adelaide
5085,SA,Adelaide
5086,SA,Adelaide
5087,SA,Adelaide
5088,SA,Adelaide
5089,SA,Adelaide
5090,SA,Adelaide
5091,SA,Adelaide
5092,SA,Adelaide
5093,SA,Adelaide
5094,SA,Adelaide
5095,SA,Adelaide
5096,SA,Adelaide
5097,SA,Adelaide
5098,SA,Adelaide
5106,SA,Adelaide
5107,SA,Adelaide
5108,SA,Adelaide
5109,SA,Adelaide
5110,SA,Adelaide
5111,SA,Adelaide
5112,SA,Adelaide
5113,SA,Adelaide
5114,SA,Adelaide
5115,SA,Adelaide
5116,SA,Adelaide
5117,SA,Adelaide
5118,SA,Adelaide
5120,SA,Adelaide
5121,SA,Adelaide
5125,SA,Adelaide
5126,SA,Adelaide
5127,SA,Adelaide
5131,SA,Adelaide
5132,SA,Adelaide
5133,SA,Adelaide
5134,SA,Adelaide
5136,SA,Adelaide
5137,SA,Adelaide
5138,SA,Adelaide
5139,SA,Adelaide
5140,SA,Adelaide
5141,SA,Adelaide
5142,SA,Adelaide
5144,SA,Adelaide
5150,SA,Adelaide
5151,SA,Adelaide
5152,SA,Adelaide
5153,SA,Adelaide
5154,SA,Adelaide
5155,SA,Adelaide
5156,SA,Adelaide
5157,SA,Adelaide
5158,SA,Adelaide
5159,SA,Adelaide
5161,SA,Adelaide
5162,SA,Adelaide
5163,SA,Adelaide
5164,SA,Adelaide
5165,SA,Adelaide
5166,SA,Adelaide
5167,SA,Adelaide
5168,SA,Adelaide
5169,SA,Adelaide
5170,SA,Adelaide
5171,SA,Adelaide
5172,SA,Rest of SA
5173,SA,Adelaide
5174,SA,Adelaide
5201,SA,Rest of SA
5202,SA,Rest of SA
5203,SA,Rest of SA
5204,SA,Rest of SA
5210,SA,Rest of SA
5211,SA,Rest of SA
5212,SA,Rest of SA
5213,SA,Rest of SA
5214,SA,Rest of SA
5220,SA,Rest of SA
5221,SA,Rest of SA
5222,SA,Rest of SA
5223,SA,Rest of SA
5231,SA,Adelaide
5232,SA,Adelaide
5233,SA,Adelaide
5234,SA,Adelaide
5235,SA,Adelaide
5236,SA,Rest of SA
5237,SA,Rest of SA
5238,SA,Rest of SA
5240,SA,Adelaide
5241,SA,Adelaide
5242,SA,Adelaide
5243,SA,Adelaide
5244,SA,Adelaide
5245,SA,Adelaide
5250,SA,Adelaide
5251,SA,Adelaide
5252,SA,Adelaide
5253,SA,Rest of SA
5254,SA,Rest of SA
5255,SA,Rest of SA
5256,SA,Rest of SA
5259,SA,Rest of SA
5260,SA,Rest of SA
5261,SA,Rest of SA
5262,SA,Rest of SA
5263,SA,Rest of SA
5264,SA,Rest of SA
5265,SA,Rest of SA
5266,SA,Rest of SA
5267,SA,Rest of SA
5268,SA,Rest of SA
5269,SA,Rest of SA
5270,SA,Rest of SA
5271,SA,Rest of SA
5272,SA,Rest of SA
5273,SA,Rest of SA
5275,SA,Rest of SA
5276,SA,Rest of SA
5277,SA,Rest of SA
5278,SA,Rest of SA
5279,SA,Rest of SA
5280,SA,Rest of SA
5290,SA,Rest of SA
5291,SA,Rest of SA
5301,SA,Rest of SA
5302,SA,Rest of SA
5303,SA,Rest of SA
5304,SA,Rest of SA
5306,SA,Rest of SA
5307,SA,Rest of SA
5308,SA,Rest of SA
5309,SA,Rest of SA
5310,SA,Rest of SA
5311,SA,Rest of SA
5320,SA,Rest of SA
5321,SA,Rest of SA
5322,SA,Rest of SA
5330,SA,Rest of SA
5331,SA,Rest of SA
5332,SA,Rest of SA
5333,SA,Rest of SA
5340,SA,Rest of SA
5341,SA,Rest of SA
5342,SA,Rest of SA
5343,SA,Rest of SA
5344,SA,Rest of SA
5345,SA,Rest of SA
5346,SA,Rest of SA
5350,SA,Rest of SA
5351,SA,Adelaide
5352,SA,Rest of SA
5353,SA,Rest of SA
5354,SA,Rest of SA
5355,SA,Rest of SA
5356,SA,Rest of SA
5357,SA,Rest of SA
5360,SA,Rest of SA
5371,SA,Rest of SA
5372,SA,Rest of SA
5373,SA,Rest of SA
5374,SA,Rest of SA
5381,SA,Rest of SA
5400,SA,Rest of SA
5401,SA,Rest of SA
5410,SA,Rest of SA
5411,SA,Rest of SA
5412,SA,Rest of SA
5413,SA,Rest of SA
5414,SA,Rest of SA
5415,SA,Rest of SA
5416,SA,Rest of SA
5417,SA,Rest of SA
5418,SA,Rest of SA
5419,SA,Rest of SA
5420,SA,Rest of SA
5421,SA,Rest of SA
5422,SA,Rest of SA
5431,SA,Rest of SA
5432,SA,Rest of SA
5433,SA,Rest of SA
5434,SA,Rest of SA
5440,SA,Rest of SA
5451,SA,Rest of SA
5452,SA,Rest of SA
5453,SA,Rest of SA
5454,SA,Rest of SA
5455,SA,Rest of SA
5460,SA,Rest of SA
5461,SA,Rest of SA
5462,SA,Rest of SA
5464,SA,Rest of SA
5470,SA,Rest of SA
5471,SA,Rest of SA
5472,SA,Rest of SA
5473,SA,Rest of SA
5480,SA,Rest of SA
5481,SA,Rest of SA
5482,SA,Rest of SA
5483,SA,Rest of SA
5485,SA,Rest of SA
5490,SA,Rest of SA
5491,SA,Rest of SA
5493,SA,Rest of SA
5495,SA,Rest of SA
5501,SA,Rest of SA
5502,SA,Rest of SA
5510,SA,Rest of SA
5520,SA,Rest of SA
5521,SA,Rest of SA
5522,SA,Rest of SA
5523,SA,Rest of SA
5540,SA,Rest of SA
5550,SA,Rest of SA
5552,SA,Rest of SA
5554,SA,Rest of SA
5555,SA,Rest of SA
5556,SA,Rest of SA
5558,SA,Rest of SA
5560,SA,Rest of SA
5570,SA,Rest of SA
5571,SA,Rest of SA
5572,SA,Rest of SA
5573,SA,Rest of SA
5575,SA,Rest of SA
5576,SA,Rest of SA
5577,SA,Rest of SA
5580,SA,Rest of SA
5581,SA,Rest of SA
5582,SA,Rest of SA
5583,SA,Rest of SA
5600,SA,Rest of SA
5601,SA,Rest of SA
5602,SA,Rest of SA
5603,SA,Rest of SA
5604,SA,Rest of SA
5605,SA,Rest of SA
5606,SA,Rest of SA
5607,SA,Rest of SA
5608,SA,Rest of SA
5609,SA,Rest of SA
5630,SA,Rest of SA
5631,SA,Rest of SA
5632,SA,Rest of SA
5633,SA,Rest of SA
5640,SA,Rest of SA
5641,SA,Rest of SA
5642,SA,Rest of SA
5650,SA,Rest of SA
5651,SA,Rest of SA
5652,SA,Rest of SA
5653,SA,Rest of SA
5654,SA,Rest of SA
5655,SA,Rest of SA
5660,SA,Rest of SA
5661,SA,Rest of SA
5670,SA,Rest of SA
5671,SA,Rest of SA
5680,SA,Rest of SA
5690,SA,Rest of SA
5700,SA,Rest of SA
5701,SA,Rest of SA
5710,SA,Rest of SA
5713,SA,Rest of SA
5715,SA,Rest of SA
5717,SA,Rest of SA
5719,SA,Rest of SA
5720,SA,Rest of SA
5722,SA,Rest of SA
5723,SA,Rest of SA
5724,SA,Rest of SA
5725,SA,Rest of SA
5730,SA,Rest of SA
5731,SA,Rest of SA
5732,SA,Rest of SA
5733,SA,Rest of SA
5734,SA,Rest of SA
5950,SA,Adelaide
5960,SA,Adelaide
6000,WA,Perth
6003,WA,Perth
6004,WA,Perth
6005,WA,Perth
6006,WA,Perth
6007,WA,Perth
6008,WA,Perth
6009,WA,Perth
6010,WA,Perth
6011,WA,Perth
6012,WA,Perth
6014,WA,Perth
6015,WA,Perth
6016,WA,Perth
6017,WA,Perth
6018,WA,Perth
6019,WA,Perth
6020,WA,Perth
6021,WA,Perth
6022,WA,Perth
6023,WA,Perth
6024,WA,Perth
6025,WA,Perth
6026,WA,Perth
6027,WA,Perth
6028,WA,Perth
6029,WA,Perth
6030,WA,Perth
6031,WA,Perth
6032,WA,Perth
6033,WA,Perth
6034,WA,Perth
6035,WA,Perth
6036,WA,Perth
6037,WA,Perth
6038,WA,Perth
6041,WA,Rest of WA
6042,WA,Rest of WA
6043,WA,Rest of WA
6044,WA,Rest of WA
6050,WA,Perth
6051,WA,Perth
6052,WA,Perth
6053,WA,Perth
6054,WA,Perth
6055,WA,Perth
6056,WA,Perth
6057,WA,Perth
6058,WA,Perth
6059,WA,Perth
6060,WA,Perth
6061,WA,Perth
6062,WA,Perth
6063,WA,Perth
6064,WA,Perth
6065,WA,Perth
6066,WA,Perth
6067,WA,Perth
6068,WA,Perth
6069,WA,Perth
6070,WA,Perth
6071,WA,Perth
6072,WA,Perth
6073,WA,Perth
6074,WA,Perth
6076,WA,Perth
6077,WA,Perth
6078,WA,Perth
6079,WA,Perth
6081,WA,Perth
6082,WA,Perth
6083,WA,Perth
6084,WA,Rest of WA
6090,WA,Perth
6100,WA,Perth
6101,WA,Perth
6102,WA,Perth
6103,WA,Perth
6104,WA,Perth
6105,WA,Perth
6106,WA,Perth
6107,WA,Perth
6108,WA,Perth
6109,WA,Perth
6110,WA,Perth
6111,WA,Perth
6112,WA,Perth
6121,WA,Perth
6122,WA,Perth
6123,WA,Perth
6124,WA,Perth
6125,WA,Perth
6126,WA,Perth
6147,WA,Perth
6148,WA,Perth
6149,WA,Perth
6150,WA,Perth
6151,WA,Perth
6152,WA,Perth
6153,WA,Perth
6154,WA,Perth
6155,WA,Perth
6156,WA,Perth
6157,WA,Perth
6158,WA,Perth
6159,WA,Perth
6160,WA,Perth
6161,WA,Perth
6162,WA,Perth
6163,WA,Perth
6164,WA,Perth
6165,WA,Perth
6166,WA,Perth
6167,WA,Perth
6168,WA,Perth
6169,WA,Perth
6170,WA,Perth
6171,WA,Perth
6172,WA,Perth
6173,WA,Perth
6174,WA,Perth
6175,WA,Perth
6176,WA,Perth
6180,WA,Perth
6181,WA,Perth
6182,WA,Perth
6207,WA,Rest of WA
6208,WA,Perth
6209,WA,Perth
6210,WA,Perth
6211,WA,Perth
6213,WA,Rest of WA
6214,WA,Perth
6215,WA,Rest of WA
6218,WA,Rest of WA
6220,WA,Rest of WA
6221,WA,Rest of WA
6223,WA,Rest of WA
6224,WA,Rest of WA
6225,WA,Rest of WA
6226,WA,Rest of WA
6227,WA,Rest of WA
6228,WA,Rest of WA
6229,WA,Rest of WA
6230,WA,Rest of WA
6232,WA,Rest of WA
6233,WA,Rest of WA
6236,WA,Rest of WA
6237,WA,Rest of WA
6239,WA,Rest of WA
6240,WA,Rest of WA
6243,WA,Rest of WA
6244,WA,Rest of WA
6251,WA,Rest of WA
6252,WA,Rest of WA
6253,WA,Rest of WA
6254,WA,Rest of WA
6255,WA,Rest of WA
6256,WA,Rest of WA
6258,WA,Rest of WA
6260,WA,Rest of WA
6262,WA,Rest of WA
6271,WA,Rest of WA
6275,WA,Rest of WA
6280,WA,Rest of WA
6281,WA,Rest of WA
6282,WA,Rest of WA
6284,WA,Rest of WA
6285,WA,Rest of WA
6286,WA,Rest of WA
6288,WA,Rest of WA
6290,WA,Rest of WA
6302,WA,Rest of WA
6304,WA,Rest of WA
6306,WA,Rest of WA
6308,WA,Rest of WA
6309,WA,Rest of WA
6311,WA,Rest of WA
6312,WA,Rest of WA
6313,WA,Rest of WA
6315,WA,Rest of WA
6316,WA,Rest of WA
6317,WA,Rest of WA
6318,WA,Rest of WA
6320,WA,Rest of WA
6321,WA,Rest of WA
6322,WA,Rest of WA
6323,WA,Rest of WA
6324,WA,Rest of WA
6326,WA,Rest of WA
6327,WA,Rest of WA
6328,WA,Rest of WA
6330,WA,Rest of WA
6333,WA,Rest of WA
6335,WA,Rest of WA
6336,WA,Rest of WA
6337,WA,Rest of WA
6338,WA,Rest of WA
6341,WA,Rest of WA
6343,WA,Rest of WA
6346,WA,Rest of WA
6348,WA,Rest of WA
6350,WA,Rest of WA
6351,WA,Rest of WA
6352,WA,Rest of WA
6353,WA,Rest of WA
6355,WA,Rest of WA
6356,WA,Rest of WA
6357,WA,Rest of WA
6358,WA,Rest of WA
6359,WA,Rest of WA
6361,WA,Rest of WA
6363,WA,Rest of WA
6365,WA,Rest of WA
6367,WA,Rest of WA
6368,WA,Rest of WA
6369,WA,Rest of WA
6370,WA,Rest of WA
6372,WA,Rest of WA
6373,WA,Rest of WA
6375,WA,Rest of WA
6383,WA,Rest of WA
6384,WA,Rest of WA
6385,WA,Rest of WA
6386,WA,Rest of WA
6390,WA,Rest of WA
6391,WA,Rest of WA
6392,WA,Rest of WA
6393,WA,Rest of WA
6394,WA,Rest of WA
6395,WA,Rest of WA
6396,WA,Rest of WA
6397,WA,Rest of WA
6398,WA,Rest of WA
6401,WA,Rest of WA
6403,WA,Rest of WA
6405,WA,Rest of WA
6407,WA,Rest of WA
6409,WA,Rest of WA
6410,WA,Rest of WA
6411,WA,Rest of WA
6412,WA,Rest of WA
6413,WA,Rest of WA
6414,WA,Rest of WA
6415,WA,Rest of WA
6418,WA,Rest of WA
6419,WA,Rest of WA
6420,WA,Rest of WA
6421,WA,Rest of WA
6422,WA,Rest of WA
6423,WA,Rest of WA
6424,WA,Rest of WA
6425,WA,Rest of WA
6426,WA,Rest of WA
6427,WA,Rest of WA
6428,WA,Rest of WA
6429,WA,Rest of WA
6430,WA,Rest of WA
6431,WA,Rest of WA
6432,WA,Rest of WA
6434,WA,Rest of WA
6436,WA,Rest of WA
6437,WA,Rest of WA
6438,WA,Rest of WA
6440,WA,Rest of WA
6442,WA,Rest of WA
6443,WA,Rest of WA
6445,WA,Rest of WA
6446,WA,Rest of WA
6447,WA,Rest of WA
6448,WA,Rest of WA
6450,WA,Rest of WA
6452,WA,Rest of WA
6460,WA,Rest of WA
6461,WA,Rest of WA
6462,WA,Rest of WA
6463,WA,Rest of WA
6465,WA,Rest of WA
6466,WA,Rest of WA
6467,WA,Rest of WA
6468,WA,Rest of WA
6470,WA,Rest of WA
6472,WA,Rest of WA
6473,WA,Rest of WA
6475,WA,Rest of WA
6476,WA,Rest of WA
6477,WA,Rest of WA
6479,WA,Rest of WA
6480,WA,Rest of WA
6484,WA,Rest of WA
6485,WA,Rest of WA
6487,WA,Rest of WA
6488,WA,Rest of WA
6489,WA,Rest of WA
6490,WA,Rest of WA
6501,WA,Rest of WA
6502,WA,Rest of WA
6503,WA,Rest of WA
6504,WA,Rest of WA
6505,WA,Rest of WA
6506,WA,Rest of WA
6507,WA,Rest of WA
6509,WA,Rest of WA
6510,WA,Rest of WA
6511,WA,Rest of WA
6512,WA,Rest of WA
6513,WA,Rest of WA
6514,WA,Rest of WA
6515,WA,Rest of WA
6516,WA,Rest of WA
6517,WA,Rest of WA
6518,WA,Rest of WA
6519,WA,Rest of WA
6521,WA,Rest of WA
6522,WA,Rest of WA
6525,WA,Rest of WA
6528,WA,Rest of WA
6530,WA,Rest of WA
6532,WA,Rest of WA
6535,WA,Rest of WA
6536,WA,Rest of WA
6537,WA,Rest of WA
6556,WA,Perth
6558,WA,Perth
6560,WA,Rest of WA
6562,WA,Rest of WA
6564,WA,Rest of WA
6566,WA,Rest of WA
6567,WA,Rest of WA
6568,WA,Rest of WA
6569,WA,Rest of WA
6571,WA,Rest of WA
6572,WA,Rest of WA
6574,WA,Rest of WA
6575,WA,Rest of WA
6603,WA,Rest of WA
6605,WA,Rest of WA
6606,WA,Rest of WA
6608,WA,Rest of WA
6609,WA,Rest of WA
6612,WA,Rest of WA
6613,WA,Rest of WA
6614,WA,Rest of WA
6616,WA,Rest of WA
6620,WA,Rest of WA
6623,WA,Rest of WA
6625,WA,Rest of WA
6627,WA,Rest of WA
6628,WA,Rest of WA
6630,WA,Rest of WA
6631,WA,Rest of WA
6632,WA,Rest of WA
6635,WA,Rest of WA
6638,WA,Rest of WA
6639,WA,Rest of WA
6640,WA,Rest of WA
6642,WA,Rest of WA
6646,WA,Rest of WA
6701,WA,Rest of WA
6705,WA,Rest of WA
6707,WA,Rest of WA
6710,WA,Rest of WA
6711,WA,Rest of WA
6712,WA,Rest of WA
6713,WA,Rest of WA
6714,WA,Rest of WA
6716,WA,Rest of WA
6718,WA,Rest of WA
6720,WA,Rest of WA
6721,WA,Rest of WA
6722,WA,Rest of WA
6725,WA,Rest of WA
6726,WA,Rest of WA
6728,WA,Rest of WA
6740,WA,Rest of WA
6743,WA,Rest of WA
6751,WA,Rest of WA
6753,WA,Rest of WA
6754,WA,Rest of WA
6758,WA,Rest of WA
6760,WA,Rest of WA
6762,WA,Rest of WA
6765,WA,Rest of WA
6770,WA,Rest of WA
7000,TAS,Hobart
7004,TAS,Hobart
7005,TAS,Hobart
7007,TAS,Hobart
7008,TAS,Hobart
7009,TAS,Hobart
7010,TAS,Hobart
7011,TAS,Hobart
7012,TAS,Hobart
7015,TAS,Hobart
7016,TAS,Hobart
7017,TAS,Hobart
7018,TAS,Hobart
7019,TAS,Hobart
7020,TAS,Hobart
7021,TAS,Hobart
7022,TAS,Hobart
7023,TAS,Hobart
7024,TAS,Hobart
7025,TAS,Hobart
7026,TAS,Hobart
7027,TAS,Rest of TAS
7030,TAS,Hobart
7050,TAS,Hobart
7052,TAS,Hobart
7053,TAS,Hobart
7054,TAS,Rest of TAS
7055,TAS,Hobart
7109,TAS,Rest of TAS
7112,TAS,Rest of TAS
7113,TAS,Rest of TAS
7116,TAS,Rest of TAS
7117,TAS,Rest of TAS
7119,TAS,Rest of TAS
7120,TAS,Rest of TAS
7140,TAS,Rest of TAS
7150,TAS,Rest of TAS
7155,TAS,Rest of TAS
7162,TAS,Rest of TAS
7163,TAS,Rest of TAS
7170,TAS,Hobart
7171,TAS,Hobart
7172,TAS,Hobart
7173,TAS,Hobart
7174,TAS,Hobart
7175,TAS,Hobart
7176,TAS,Hobart
7177,TAS,Hobart
7178,TAS,Rest of TAS
7179,TAS,Rest of TAS
7180,TAS,Rest of TAS
7182,TAS,Rest of TAS
7183,TAS,Rest of TAS
7184,TAS,Rest of TAS
7185,TAS,Rest of TAS
7186,TAS,Rest of TAS
7187,TAS,Rest of TAS
7190,TAS,Rest of TAS
7209,TAS,Rest of TAS
7210,TAS,Rest of TAS
7211,TAS,Rest of TAS
7212,TAS,Rest of TAS
7213,TAS,Rest of TAS
7214,TAS,Rest of TAS
7215,TAS,Rest of TAS
7216,TAS,Rest of TAS
7248,TAS,Rest of TAS
7249,TAS,Rest of TAS
7250,TAS,Rest of TAS
7252,TAS,Rest of TAS
7253,TAS,Rest of TAS
7254,TAS,Rest of TAS
7255,TAS,Rest of TAS
7256,TAS,Rest of TAS
7257,TAS,Rest of TAS
7258,TAS,Rest of TAS
7259,TAS,Rest of TAS
7260,TAS,Rest of TAS
7261,TAS,Rest of TAS
7262,TAS,Rest of TAS
7263,TAS,Rest of TAS
7264,TAS,Rest of TAS
7265,TAS,Rest of TAS
7267,TAS,Rest of TAS
7268,TAS,Rest of TAS
7270,TAS,Rest of TAS
7275,TAS,Rest of TAS
7276,TAS,Rest of TAS
7277,TAS,Rest of TAS
7290,TAS,Rest of TAS
7291,TAS,Rest of TAS
7292,TAS,Rest of TAS
7300,TAS,Rest of TAS
7301,TAS,Rest of TAS
7302,TAS,Rest of TAS
7303,TAS,Rest of TAS
7304,TAS,Rest of TAS
7305,TAS,Rest of TAS
7306,TAS,Rest of TAS
7307,TAS,Rest of TAS
7310,TAS,Rest of TAS
7315,TAS,Rest of TAS
7316,TAS,Rest of TAS
7320,TAS,Rest of TAS
7321,TAS,Rest of TAS
7322,TAS,Rest of TAS
7325,TAS,Rest of TAS
7330,TAS,Rest of TAS
7331,TAS,Rest of TAS
7466,TAS,Rest of TAS
7467,TAS,Rest of TAS
7468,TAS,Rest of TAS
7469,TAS,Rest of TAS
